Time [s],Packet ID,MOSI,MISO
0.00218975,0,79,
0.00518975,,27,
0.00821225,,143,
0.01118875,,155,
0.01418925,,191,
0.0171965,,134,
0.0201905,,128,
0.0231905,,128,
0.02619125,,185,
0.03920475,,128,
0.042197,,79,
0.045197,,27,
0.0482195,,143,
0.05120775,,155,
0.05420325,,191,
0.057199,,134,
0.0601975,,128,
0.063198,,128,
0.066199,,185,
0.07920575,,128,
0.0822025,,79,
0.085225,,27,
0.0882205,,143,
0.09120875,,155,
0.09420425,,191,
0.09720475,,134,
0.10020525,,128,
0.103206,,128,
0.10621625,,185,
0.1192125,,128,
0.12223175,,79,
0.12522725,,27,
0.12822275,,143,
0.131211,,155,
0.1342115,,191,
0.1372125,,134,
0.14021275,,128,
0.143223,,128,
0.1462185,,185,
0.15924025,,128,
0.1622325,,79,
0.16522825,,27,
0.16822375,,143,
0.1712185,,155,
0.17421925,,191,
0.17722,,134,
0.18022825,,128,
0.183224,,128,
0.186224,,185,
0.19924125,,128,
0.2022335,,79,
0.205229,,27,
0.208226,,143,
0.2112265,,155,
0.21422725,,191,
0.21722775,,134,
0.22023075,,128,
0.22323075,,128,
0.22625325,,185,
0.2392435,,128,
0.24223575,,38,
0.245233,,27,
0.24823375,,230,
0.251234,,155,
0.2542345,,191,
0.25724325,,134,
0.260236,,128,
0.2632585,,128,
0.26625425,,185,
0.27923925,,128,
0.28224,,38,
0.2852405,,27,
0.288241,,230,
0.29124525,,155,
0.29424525,,191,
0.2972425,,134,
0.300256,,128,
0.3032515,,128,
0.30624725,,185,
0.319247,,128,
0.32224775,,38,
0.32525925,,27,
0.32825475,,230,
0.33124925,,155,
0.33427,,191,
0.33726575,,134,
0.34025375,,128,
0.3432515,,128,
0.3462525,,185,
0.3592545,,128,
0.36226025,,38,
0.36525575,,27,
0.36825675,,230,
0.371271,,155,
0.3742665,,191,
0.377262,,134,
0.3802585,,128,
0.38325925,,128,
0.38625975,,185,
0.39926425,,128,
0.40226275,,38,
0.4052835,,27,
0.408279,,230,
0.41126725,,155,
0.41426475,,191,
0.417266,,134,
0.4202665,,128,
0.42326675,,128,
0.42627625,,185,
0.4392935,,128,
0.44228575,,109,
0.4452815,,27,
0.448277,,173,
0.45127175,,155,
0.4542725,,191,
0.457273,,134,
0.4602815,,128,
0.46327725,,128,
0.46627725,,185,
0.479296,,128,
0.48228825,,109,
0.485284,,27,
0.4882795,,173,
0.4912795,,155,
0.49428,,191,
0.497281,,134,
0.500284,,128,
0.503284,,128,
0.50630675,,185,
0.51930325,,128,
0.5222955,,109,
0.525291,,27,
0.5282865,,173,
0.5312875,,155,
0.53428775,,191,
0.53728825,,134,
0.54029125,,128,
0.54329125,,128,
0.546314,,185,
0.55930425,,128,
0.5622965,,109,
0.565294,,27,
0.56829425,,173,
0.57129575,,155,
0.57430825,,191,
0.577304,,134,
0.5802965,,128,
0.58331925,,128,
0.58631475,,185,
0.599305,,128,
0.60230075,,61,
0.6053015,,27,
0.60830175,,253,
0.61131375,,155,
0.61430925,,191,
0.61730475,,134,
0.620326,,128,
0.6233215,,128,
0.626317,,185,
0.63931775,,128,
0.64231,,61,
0.645309,,27,
0.64830925,,253,
0.65130975,,155,
0.654322,,191,
0.6573175,,134,
0.660312,,128,
0.66333275,,128,
0.66632825,,185,
0.679323,,128,
0.682316,,61,
0.68531725,,27,
0.6883175,,253,
0.69131775,,155,
0.69432725,,191,
0.69732275,,134,
0.7003425,,128,
0.70333825,,128,
0.70633375,,185,
0.71933,,128,
