Time [s],Packet ID,MOSI,MISO
0.008231375000000,0,,128
0.011231750000000,,,70
0.014232250000000,,,27
0.017232750000000,,,134
0.020257500000000,,,155
0.023233000000000,,,151
0.026244125000000,,,134
0.029233625000000,,,128
0.032234750000000,,,128
0.035234375000000,,,145
0.048235875000000,,,128
0.051236000000000,,,70
0.054237125000000,,,27
0.057237000000000,,,134
0.060237250000000,,,155
0.063237375000000,,,151
0.066237625000000,,,134
0.069238375000000,,,128
0.072238375000000,,,128
0.075251000000000,,,145
0.088239750000000,,,128
0.091240500000000,,,70
0.094240875000000,,,27
0.097241250000000,,,134
0.100241625000000,,,155
0.103241625000000,,,151
0.106241875000000,,,134
0.109242375000000,,,128
0.112242500000000,,,128
0.115242875000000,,,145
0.128245125000000,,,128
0.131244500000000,,,70
0.134255500000000,,,27
0.137245250000000,,,134
0.140246000000000,,,155
0.143245750000000,,,151
0.146245875000000,,,134
0.149246375000000,,,128
0.152246375000000,,,128
0.155247500000000,,,145
