Time [s],Packet ID,MOSI,MISO
0.009683625000000,0,,128
0.012684000000000,,,28
0.015684375000000,,,120
0.018684375000000,,,220
0.021684500000000,,,248
0.024685500000000,,,171
0.027685625000000,,,134
0.030685875000000,,,128
0.033694125000000,,,128
0.036686750000000,,,173
0.049687625000000,,,128
0.052687875000000,,,28
0.055689000000000,,,120
0.058702625000000,,,220
0.061689375000000,,,248
0.064689500000000,,,171
0.067690000000000,,,134
0.070689625000000,,,128
0.073690125000000,,,128
0.076690625000000,,,173
0.089692375000000,,,128
0.092706125000000,,,28
0.095692375000000,,,120
0.098692750000000,,,220
0.101692875000000,,,248
0.104693625000000,,,171
0.107693500000000,,,134
0.110694000000000,,,128
0.113694625000000,,,128
0.116694875000000,,,173
0.129696750000000,,,128
0.132696625000000,,,28
0.135696500000000,,,120
0.138697000000000,,,220
0.141719000000000,,,248
0.144697375000000,,,171
0.147705625000000,,,134
0.150698875000000,,,128
0.153699000000000,,,128
0.156698625000000,,,173
