Time [s],Packet ID,MOSI,MISO
0.00046925,0,128,
0.00346825,,91,
0.00646875,,27,
0.00946925,,155,
0.01247775,,155,
0.0154735,,191,
0.0184735,,200,
0.02149025,,128,
0.02448575,,128,
0.02748125,,247,
0.040475,,128,
0.04347575,,91,
0.04647625,,27,
0.0494765,,155,
0.05248025,,155,
0.05548025,,191,
0.05850275,,200,
0.061491,,128,
0.0644865,,128,
0.06748225,,247,
0.08048275,,128,
0.083483,,91,
0.086484,,27,
0.08949275,,155,
0.0924855,,155,
0.095508,,191,
0.09850375,,200,
0.10149175,,128,
0.1044875,,128,
0.107488,,247,
0.12049,,128,
0.12349075,,91,
0.12649975,,27,
0.12949525,,155,
0.13251475,,155,
0.1355105,,191,
0.138506,,200,
0.14149425,,128,
0.14449475,,128,
0.14749525,,247,
0.160498,,128,
0.163505,,91,
0.1665005,,27,
0.1695005,,155,
0.17251575,,155,
0.17551125,,191,
0.17850675,,200,
0.18150175,,128,
0.1845025,,128,
0.187503,,247,
0.2005135,,128,
0.20350575,,91,
0.20650675,,27,
0.20952825,,155,
0.2125165,,155,
0.215512,,191,
0.21850925,,200,
0.22150925,,128,
0.22450975,,128,
0.22751075,,247,
0.24051575,,128,
0.2435135,,91,
0.24653525,,27,
0.24953075,,155,
0.25251875,,155,
0.255516,,191,
0.25851625,,200,
0.261517,,128,
0.2645175,,128,
0.2675265,,247,
0.28052125,,128,
0.2835405,,91,
0.286536,,27,
0.2895315,,155,
0.29252325,,155,
0.2955235,,191,
0.29852425,,200,
0.30153625,,128,
0.30453175,,128,
0.30752725,,247,
0.3205515,,128,
0.323544,,91,
0.3265395,,27,
0.329535,,155,
0.33253075,,155,
0.33553125,,191,
0.33853175,,200,
0.3415395,,128,
0.34453525,,128,
0.34753525,,247,
0.3605525,,128,
0.36354475,,91,
0.36654025,,27,
0.36953725,,155,
0.37253775,,155,
0.3755385,,191,
0.378539,,200,
0.3815405,,128,
0.3845405,,128,
0.387563,,247,
0.40055325,,128,
0.4035455,,91,
0.4065445,,27,
0.40954475,,155,
0.4125455,,155,
0.4155575,,191,
0.418553,,200,
0.42154725,,128,
0.42456975,,128,
0.4275655,,247,
0.4405555,,128,
0.4435515,,91,
0.44655225,,27,
0.44955225,,155,
0.45256425,,155,
0.45555975,,191,
0.4585555,,200,
0.461575,,128,
0.46457075,,128,
0.46756625,,247,
0.4805585,,128,
0.483559,,91,
0.48655975,,27,
0.48956,,155,
0.492565,,155,
0.49556525,,191,
0.49856175,,200,
0.501576,,128,
0.5045715,,128,
0.507567,,247,
0.52056625,,128,
0.5235665,,91,
0.52656725,,27,
0.52957925,,155,
